fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.0,0.26,0.36,2.0,54,30.0,121.0,992,3.09,0.72,11.6,7
6.6,0.27,0.31,5.3,137,35.0,163.0,0.9951,3.2,0.38,9.3,5
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.99106,3.06,0.42,11.1,6
6.0,0.36,0.32,1.1,53,26.0,173.0,0.99414,3.38,0.54,8.8,5
7.4,0.32,0.27,1.4,49,38.0,173.0,0.99335,3.03,0.52,9.3,5
6.6,425,0.25,2.35,34,23.0,87.0,0.99082,3.05,0.41,11.4,6
6.3,0.23,0.5,10.4,43,61.0,132.0,0.99542,2.86,0.46,9.1,6
6.8,0.14,0.18,1.4,47,30.0,90.0,0.99164,3.27,0.54,11.2,6
6.8,0.27,0.42,7.3,54,58.0,200.0,0.99556,3.12,0.49,9.4,6
7.6,0.21,0.49,2.5,47,20.0,130.0,0.99178,3.15,0.48,11.1,5
6.2,0.33,0.14,4.8,52,27.0,128.0,0.99475,3.21,0.48,9.4,5
6.4,0.29,0.24,3.2,37,31.0,95.0,0.98942,2.9,0.66,12.6,7
7.7,0.49,1.0,19.6,0.03,28.0,135.0,0.9973,3.24,0.4,12.0,6
6.6,0.27,0.3,1.9,25,14.0,153.0,0.9928,3.29,0.62,10.5,6
6.4,0.25,0.57,1.0,62,21.0,122.0,0.99238,3.0,0.4,9.5,5
5.2,0.5,0.18,2.0,36,23.0,129.0,0.98949,3.36,0.77,13.4,7
8.0,0.25,0.13,17.2,36,49.0,219.0,0.9996,2.96,0.46,9.7,5
7.5,0.35,0.28,9.6,51,26.0,157.0,0.9969,3.12,0.53,9.2,6
6.6,0.26,0.46,7.8,47,48.0,186.0,0.9958,3.2,0.54,9.1,5
5.9,0.26,0.29,5.4,46,34.0,116.0,0.99224,3.24,0.41,11.4,6
6.4,0.31,0.28,2.5,39,34.0,137.0,0.98946,3.22,0.38,12.7,6
5.7,0.39,0.25,4.9,33,49.0,113.0,0.98966,3.26,0.58,13.1,7
8.5,0.16,0.35,1.6,39,24.0,147.0,0.9935,2.96,0.36,10.0,5
6.4,0.28,0.44,7.1,48,49.0,179.0,0.99528,3.15,0.48,9.2,5
6.0,0.17,0.33,6.0,36,30.0,111.0,0.99362,3.32,0.58,10.1333333333333,7
7.7,0.15,0.29,1.3,29,10.0,64.0,0.9932,3.35,0.39,10.1,5
6.5,0.37,0.33,3.5,36,23.0,92.0,0.99136,3.18,0.38,11.2,6
6.2,0.32,0.5,6.5,48,61.0,186.0,0.9948,3.19,0.45,9.6,5
7.7,0.25,0.3,7.8,38,67.0,196.0,0.99555,3.1,0.5,10.1,5
7.5,0.32,0.24,4.6,53,8.0,134.0,0.9958,3.14,0.5,9.1,3
7.6,0.2,0.3,14.2,56,53.0,212.5,999,3.14,0.46,8.9,8
7.4,0.19,0.3,1.4,57,33.0,135.0,993,3.12,0.5,9.6,6
6.8,0.11,0.27,8.6,44,45.0,104.0,0.99454,3.2,0.37,9.9,6
6.1,0.31,0.58,5.0,39,36.0,114.0,0.9909,3.3,0.6,12.3,8
7.2,0.23,0.19,13.7,52,47.0,197.0,0.99865,3.12,0.53,9.0,5
7.5,0.26,0.3,4.6,27,29.0,92.0,0.99085,3.15,0.38,12.0,7
8.8,0.34,0.33,9.7,36,46.0,172.0,0.9966,3.08,0.4,10.2,5
5.6,0.26,0.5,11.4,29,25.0,93.0,0.99428,3.23,0.49,10.5,6
6.3,0.21,0.28,1.5,51,46.0,142.0,0.9928,3.23,0.42,10.1,6
6.2,0.36,0.38,3.2,31,20.0,89.0,0.98956,3.06,0.33,12.0,7
7.6,0.23,0.4,5.2,66,14.0,91.0,0.99488,3.17,0.8,9.7,5
7.7,0.28,0.58,12.1,46,60.0,177.0,0.9983,3.08,0.46,8.9,5
6.2,0.25,0.54,7.0,46,58.0,176.0,0.99454,3.19,0.7,10.4,5
6.9,0.19,0.39,8.0,28,22.0,84.0,994,3.11,0.66,10.8,6
7.7,0.18,0.3,1.2,46,49.0,199.0,0.99413,3.03,0.38,9.3,5
7.1,0.21,0.72,1.6,167,65.0,120.0,0.99324,2.97,0.51,9.2,5
7.2,0.3,0.3,8.7,22,14.0,111.0,0.99576,3.11,0.61,10.6,5
6.8,0.32,0.39,9.6,26,34.0,124.0,0.99286,3.18,0.35,12.1,6
8.1,0.12,0.49,1.2,42,43.0,160.0,0.9934,3.13,0.48,9.7,6
6.4,0.33,0.24,1.6,54,25.0,117.0,0.9943,3.36,0.5,9.3,5
6.7,0.31,0.34,6.8,59,51.0,215.0,0.99538,3.33,0.56,10.3,5
9.4,0.28,0.3,1.6,45,36.0,139.0,0.99534,3.11,0.49,9.3,5
7.5,0.28,0.78,12.1,41,53.0,161.0,0.99838,2.98,0.44,8.7,5
7.5,305,0.38,1.4,47,30.0,95.0,0.99158,3.22,0.52,11.5,7
6.2,0.34,0.25,12.1,59,33.0,171.0,0.99769,3.14,0.56,8.7,6
5.7,0.36,0.21,6.7,38,51.0,166.0,0.9941,3.29,0.63,10.0,6
5.3,165,0.24,1.1,51,25.0,105.0,0.9925,3.32,0.47,9.1,5
6.4,0.23,0.37,7.9,0.05,60.0,150.0,0.99488,2.86,0.49,9.3,6
6.8,0.32,0.43,1.6,0.05,4.0,65.0,0.99346,3.27,0.47,10.7,5
8.3,0.26,0.31,2.0,29,14.0,141.0,0.99077,2.95,0.77,12.2,6
5.8,0.14,0.15,6.1,42,27.0,123.0,0.99362,3.06,0.6,9.9,6
7.1,145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,6
6.8,0.29,0.22,3.4,35,40.0,122.0,0.99024,3.09,0.47,12.3,6
6.4,0.46,0.08,4.9,46,34.0,144.0,0.99445,3.1,0.56,10.0,5
8.2,0.37,0.36,1.0,34,17.0,93.0,0.9906,3.04,0.32,11.7,8
6.5,0.25,0.27,15.2,49,75.0,217.0,0.9972,3.19,0.39,9.9,5
7.6,0.13,0.34,9.3,62,40.0,126.0,0.9966,3.21,0.39,9.6,5
5.0,0.33,0.16,1.5,49,10.0,97.0,0.9917,3.48,0.44,10.7,6
6.5,0.28,0.29,2.7,38,26.0,107.0,0.9912,3.32,0.41,11.6,7
7.1,0.24,0.34,1.2,45,6.0,132.0,0.99132,3.16,0.46,11.2,4
6.2,0.35,0.2,18.1,69,33.0,158.0,0.99908,3.15,0.5,8.8,6
6.2,0.55,0.45,12.0,49,27.0,186.0,0.9974,3.17,0.5,9.3,6
6.5,0.21,0.37,2.5,48,70.0,138.0,0.9917,3.33,0.75,11.4,7
7.4,0.25,0.49,1.1,42,35.0,156.0,0.9917,3.13,0.55,11.3,5
7.5,0.33,0.38,8.7,126,49.0,199.0,0.99711,2.98,0.57,9.4,5
5.6,0.24,0.34,2.0,41,14.0,73.0,0.98981,3.04,0.45,11.6,7
9.8,0.42,0.48,9.85,34,5.0,110.0,0.9958,2.87,0.29,10.0,5
7.3,0.24,0.29,1.2,37,37.0,97.0,0.9926,3.19,0.7,10.1,6
9.3,0.34,0.49,7.3,52,30.0,146.0,998,3.17,0.61,10.2,5
5.5,335,0.3,2.5,71,27.0,128.0,0.9924,3.14,0.51,9.6,6
6.6,0.34,0.34,2.6,51,40.5,210.0,0.99314,3.15,0.61,10.0,5
7.3,0.26,0.32,1.2,41,29.0,94.0,0.98978,3.07,0.45,12.0,6
5.9,0.25,0.24,7.4,44,21.0,113.0,0.99462,3.38,0.58,10.5,6
7.4,0.24,0.42,14.0,66,48.0,198.0,0.9979,2.89,0.42,8.9,6
8.8,0.35,0.49,1.0,36,14.0,56.0,992,2.96,0.33,10.5,4
6.4,0.68,0.26,3.4,69,25.0,146.0,0.99347,3.18,0.4,9.3,5
6.9,0.19,0.4,1.4,36,14.0,55.0,0.9909,3.08,0.68,11.5,7
7.7,0.38,0.23,10.8,0.03,28.0,95.0,0.99164,2.93,0.41,13.6,6
7.1,0.28,0.26,2.8,39,50.0,118.0,0.9908,3.06,0.59,11.2,6
7.3,0.26,0.33,17.85,49,41.5,195.0,1.0,3.06,0.44,9.1,7
7.8,0.25,0.34,13.7,44,66.0,184.0,0.99976,3.22,0.75,8.9,5
8.4,0.2,0.27,6.3,48,30.0,143.0,0.9966,3.25,0.5,9.1,6
6.8,0.26,0.24,1.9,43,70.0,154.0,0.99273,3.18,0.52,10.5,5
6.0,0.28,0.29,19.3,51,36.0,174.0,0.99911,3.14,0.5,9.0,5
7.0,0.27,0.74,1.5,36,27.0,122.0,0.9926,3.35,0.48,11.2,6
6.5,0.28,0.27,5.2,0.04,44.0,179.0,0.9948,3.19,0.69,9.4,6
7.5,0.26,0.31,1.6,32,36.0,109.0,0.99044,2.97,0.43,11.9,6
6.2,0.66,0.48,1.2,29,29.0,75.0,0.9892,3.33,0.39,12.8,8
6.9,0.36,0.34,4.2,18,57.0,119.0,0.9898,3.28,0.36,12.7,9
7.9,0.28,0.41,4.9,58,31.0,153.0,0.9966,3.27,0.51,9.7,6
5.9,0.3,0.29,1.1,36,23.0,56.0,0.9904,3.19,0.38,11.3,5
5.8,0.28,0.3,3.9,26,36.0,105.0,0.98963,3.26,0.58,12.75,6
7.6,0.36,0.48,13.5,38,44.0,116.0,0.9982,3.04,0.48,9.2,5
6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,6
6.6,0.23,0.37,8.5,36,46.0,153.0,0.99576,3.2,0.48,9.4,6
5.8,0.2,0.16,1.4,42,44.0,99.0,0.98912,3.23,0.37,12.2,6
8.5,0.24,0.47,15.2,57,40.0,234.0,1.0005,3.02,0.66,9.0,5
6.9,0.32,0.3,1.8,36,28.0,117.0,0.99269,3.24,0.48,11.0,6
6.5,0.43,0.28,11.25,32,31.0,87.0,0.9922,3.02,0.38,12.4,6
7.7,0.3,0.42,14.3,45,45.0,213.0,0.9991,3.18,0.63,9.2,5
9.2,0.28,0.46,3.2,58,39.0,133.0,996,3.14,0.58,9.5,5
7.5,0.18,0.37,6.2,0.05,21.0,138.0,0.99546,3.2,0.55,10.5,6
5.1,0.21,0.28,1.4,47,48.0,148.0,0.99168,3.5,0.49,10.4,5
5.7,0.26,0.24,17.8,59,23.0,124.0,0.99773,3.3,0.5,10.1,5
6.0,0.34,0.66,15.9,46,26.0,164.0,0.9979,3.14,0.5,8.8,6
6.4,0.24,0.29,11.4,51,32.0,166.0,0.9968,3.31,0.45,9.5,5
7.9,0.2,0.39,1.0,41,37.0,154.0,0.99093,3.08,0.43,11.9,5
7.8,0.16,0.41,1.7,26,29.0,140.0,991,3.02,0.78,12.5,6
6.2,235,0.34,1.9,36,4.0,117.0,0.99032,3.4,0.44,12.2,5
6.4,0.31,0.4,6.2,0.04,46.0,169.0,0.9953,3.15,0.46,9.3,6
6.8,0.27,0.28,13.3,76,50.0,163.0,0.9979,3.03,0.38,8.6,6
8.0,0.27,0.24,1.2,44,20.0,102.0,0.9929,3.28,0.42,10.9,5
5.4,255,0.33,1.2,51,29.0,122.0,0.99048,3.37,0.66,11.3,6
8.0,0.13,0.25,1.1,33,15.0,86.0,0.99044,2.98,0.39,11.2,8
6.0,0.41,0.05,1.5,63,17.0,120.0,0.9932,3.21,0.56,9.2,6
7.1,0.38,0.4,2.2,42,54.0,201.0,0.99177,3.03,0.5,11.4,5
6.8,0.33,0.28,1.2,32,38.0,131.0,0.9889,3.19,0.41,13.0,6
6.5,0.28,0.35,9.8,67,61.0,180.0,0.9972,3.15,0.57,9.0,4
7.4,0.26,0.29,3.7,48,14.0,73.0,0.9915,3.06,0.45,11.4,6
6.8,0.29,0.5,13.3,53,48.0,194.0,0.9974,3.09,0.45,9.4,5
7.4,0.27,0.26,11.8,53,55.0,173.0,0.99699,3.11,0.6,9.8,5
8.7,0.23,0.32,13.4,44,35.0,169.0,0.99975,3.12,0.47,8.8,7
6.8,0.32,0.18,7.5,41,71.0,223.0,0.9959,3.14,0.41,8.9,5
5.6,0.25,0.19,2.4,49,42.0,166.0,992,3.25,0.43,10.4,6
5.7,385,0.04,12.6,34,22.0,115.0,0.9964,3.28,0.63,9.9,6
7.4,0.19,0.3,12.8,53,48.5,229.0,0.9986,3.14,0.49,9.1,7
5.3,0.21,0.29,0.7,28,11.0,66.0,0.99215,3.3,0.4,9.8,5
6.2,0.25,0.44,15.8,57,39.0,167.0,0.99804,3.14,0.51,9.2,5
5.0,0.24,0.21,2.2,39,31.0,100.0,0.99098,3.69,0.62,11.7,6
5.0,0.29,0.54,5.7,35,54.0,155.0,0.98976,3.27,0.34,12.9,8
6.2,0.35,0.29,3.9,41,22.0,79.0,0.99005,3.1,0.59,12.0666666666667,6
7.1,0.33,0.18,6.3,94,27.0,166.0,0.99474,2.9,0.49,9.5,5
6.8,0.23,0.29,15.4,73,56.0,173.0,0.9984,3.06,0.41,8.7,6
7.0,0.15,0.28,14.7,51,29.0,149.0,0.99792,2.96,0.39,9.0,7
5.4,0.46,0.15,2.1,26,29.0,130.0,0.98953,3.39,0.77,13.4,8
7.4,0.18,0.36,13.1,56,72.0,163.0,1.0,3.42,0.35,9.1,6
5.2,0.44,0.04,1.4,36,43.0,119.0,0.9894,3.36,0.33,12.1,8
5.7,0.15,0.28,3.7,45,57.0,151.0,0.9913,3.22,0.27,11.2,6
5.9,0.37,0.1,1.6,57,39.0,128.0,0.9924,3.24,0.48,10.1,5
6.4,0.44,0.44,14.4,48,29.0,228.0,0.99955,3.26,0.54,8.8,7
5.0,0.31,0.0,6.4,46,43.0,166.0,994,3.3,0.63,9.9,6
6.5,0.26,0.28,12.5,46,80.0,225.0,0.99685,3.18,0.41,10.0,6
6.6,0.37,0.07,1.4,48,58.0,144.0,0.9922,3.17,0.38,10.0,5
8.0,0.37,0.32,1.6,0.04,32.0,166.0,992,3.0,0.55,11.3,7
6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5
7.8,0.3,0.4,1.8,28,23.0,122.0,0.9914,3.14,0.39,10.9,7
7.2,0.2,0.34,2.7,32,49.0,151.0,0.99,3.16,0.39,12.7,7
6.7,0.33,0.34,7.5,36,39.0,124.0,0.99123,2.99,0.32,12.4,8
7.9,255,0.26,2.0,26,40.0,190.0,0.9932,3.04,0.39,11.2,6
6.0,495,0.27,5.0,157,17.0,129.0,0.99396,3.03,0.36,9.3,5
6.4,0.15,0.29,1.8,44,21.0,115.0,0.99166,3.1,0.38,10.2,5
7.0,0.23,0.26,7.2,41,21.0,90.0,0.99509,3.22,0.55,9.5,6
6.8,0.32,0.33,0.7,27,15.0,66.0,0.9899,3.11,0.31,11.8,6
6.1,0.16,0.24,1.4,46,17.0,77.0,0.99319,3.66,0.57,10.3,6
6.0,0.28,0.52,6.2,28,37.0,104.0,0.99161,3.28,0.51,11.8,7
6.5,0.34,0.46,1.0,23,6.0,80.0,0.98865,3.15,0.54,12.9,6
6.8,0.31,0.3,8.0,28,33.0,122.0,0.99164,3.13,0.63,12.6,7
7.8,0.18,0.46,13.6,52,38.0,118.0,998,3.15,0.5,10.0,6
8.2,0.2,0.38,3.5,53,41.0,174.0,0.99306,3.22,0.41,11.6,5
5.7,255,0.65,1.2,79,17.0,137.0,0.99307,3.2,0.42,9.4,5
5.8,0.17,0.3,1.4,37,55.0,130.0,0.9909,3.29,0.38,11.3,6
6.7,0.25,0.13,1.2,41,81.0,174.0,992,3.14,0.42,9.8,5
6.4,0.29,0.21,9.65,41,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6
6.2,0.35,0.25,18.4,51,28.0,182.0,0.99946,3.13,0.62,9.3,6
6.8,0.18,0.3,12.8,62,19.0,171.0,0.99808,3.0,0.52,9.0,7
7.2,0.31,0.35,7.2,46,45.0,178.0,0.9955,3.14,0.53,9.7,5
6.8,0.37,0.28,4.0,0.03,29.0,79.0,0.99,3.23,0.46,12.4,7
5.9,0.29,0.16,7.9,44,48.0,197.0,0.99512,3.21,0.36,9.4,5
8.3,0.14,0.34,1.1,42,7.0,47.0,0.9934,3.47,0.4,10.2,6
7.3,0.24,0.34,7.5,48,29.0,152.0,0.9962,3.1,0.54,9.0,5
7.0,0.15,0.28,14.7,51,29.0,149.0,0.99792,2.96,0.39,9.0,7
5.4,0.15,0.32,2.5,37,10.0,51.0,0.98878,3.04,0.58,12.6,6
6.8,475,0.33,3.95,47,16.0,81.0,0.98988,3.23,0.53,13.4,7
7.4,0.16,0.3,13.7,56,33.0,168.0,0.99825,2.9,0.44,8.7,7
6.8,0.31,0.19,3.5,86,30.0,130.0,993,2.83,0.44,9.6,5
6.9,0.24,0.37,6.1,27,38.0,112.0,0.99086,3.19,0.34,12.4,6
6.0,0.26,0.5,2.2,48,59.0,153.0,0.9928,3.08,0.61,9.8,5
6.5,0.22,0.5,16.4,48,36.0,182.0,0.99904,3.02,0.49,8.8,6
7.2,0.23,0.38,14.3,58,55.0,194.0,0.9979,3.09,0.44,9.0,6
6.8,0.21,0.27,18.15,42,41.0,146.0,1.0001,3.3,0.36,8.7,5
5.2,0.34,0.37,6.2,31,42.0,133.0,0.99076,3.25,0.41,12.5,6
8.0,0.23,0.37,9.6,54,23.0,159.0,0.99795,3.32,0.47,9.8,4
5.6,185,0.19,7.1,48,36.0,110.0,0.99438,3.26,0.41,9.5,6
7.4,0.37,0.35,5.7,61,12.0,94.0,0.9965,3.48,0.69,10.7,6
6.1,0.17,0.21,1.9,0.09,44.0,130.0,0.99255,3.07,0.41,9.7,5
6.4,0.17,0.27,6.7,36,88.0,223.0,0.9948,3.28,0.35,10.2,6
6.8,0.22,0.41,6.7,34,39.0,116.0,0.99245,3.18,0.46,11.5,6
6.8,0.18,0.32,7.2,47,17.0,109.0,0.99498,3.42,0.44,10.4,6
7.6,0.26,0.36,1.6,32,6.0,106.0,993,3.15,0.4,10.4,4
6.5,0.3,0.28,11.45,41,29.0,109.0,0.99418,2.98,0.3,10.9,6
7.6,0.15,0.35,4.3,51,23.0,98.0,0.99422,3.1,0.44,9.5,6
7.9,345,0.51,15.3,47,54.0,171.0,0.9987,3.09,0.51,9.1,5
6.1,0.33,0.32,7.8,52,52.0,183.0,0.99657,3.39,0.65,9.5,5
9.8,0.16,0.46,1.8,46,23.0,130.0,0.99587,3.04,0.67,9.6,5
6.2,0.25,0.38,7.9,45,54.0,208.0,0.99572,3.17,0.46,9.1,5
6.8,0.27,0.3,13.0,47,69.0,160.0,0.99705,3.16,0.5,9.6,6
6.0,395,0.0,1.4,42,7.0,55.0,0.99135,3.37,0.38,11.2,4
9.0,0.2,0.33,3.5,49,10.0,40.0,0.9944,3.14,0.36,9.8,6
6.1,0.36,0.27,2.1,35,16.0,100.0,0.9917,3.4,0.71,11.5,7
7.3,0.19,0.49,15.55,58,50.0,134.0,0.9998,3.42,0.36,9.1,7
7.1,0.19,0.28,3.6,33,16.0,78.0,993,2.91,0.78,11.4,6
6.6,0.41,0.31,1.6,42,18.0,101.0,0.99195,3.13,0.41,10.5,5
7.1,0.23,0.35,16.5,0.04,60.0,171.0,999,3.16,0.59,9.1,6
7.5,0.13,0.38,1.1,23,42.0,104.0,0.99112,3.28,0.53,11.8,6
7.5,0.24,0.31,13.1,0.05,26.0,180.0,0.99884,3.05,0.53,9.1,6
6.0,0.31,0.24,3.3,41,25.0,143.0,0.9914,3.31,0.44,11.3,6
7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,0.39,11.1,7
6.8,0.28,0.35,2.3,42,16.0,85.0,0.9906,3.19,0.56,12.4,6
6.7,0.27,0.25,8.0,53,54.0,202.0,0.9961,3.22,0.43,9.3,5
6.7,0.35,0.32,9.0,32,29.0,113.0,0.99188,3.13,0.65,12.9,7
7.7,0.22,0.42,1.9,52,10.0,87.0,0.9922,3.3,0.49,11.8,6
8.0,0.22,0.42,14.6,44,45.0,163.0,1.0003,3.21,0.69,8.6,7
6.6,0.22,0.23,17.3,47,37.0,118.0,0.99906,3.08,0.46,8.8,6
6.4,0.32,0.27,4.9,34,18.0,122.0,0.9916,3.36,0.71,12.5,6
5.9,0.34,0.25,2.0,42,12.0,110.0,0.99034,3.02,0.54,11.4,6
6.3,0.27,0.38,0.9,51,7.0,140.0,0.9926,3.45,0.5,10.5,7
7.1,0.14,0.4,1.2,51,55.0,136.0,0.9932,3.3,0.96,9.8,7
6.8,0.22,0.29,8.9,46,82.0,188.0,0.9955,3.3,0.44,10.3,6
6.9,0.19,0.35,6.9,45,51.0,125.0,0.9933,3.1,0.44,10.7,7
8.5,0.3,0.28,3.1,54,54.0,174.0,0.99543,3.21,0.43,9.4,6
6.7,0.41,0.24,5.4,35,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7
7.4,0.27,0.26,11.8,53,55.0,173.0,0.99699,3.11,0.6,9.8,5
6.4,0.24,0.26,8.2,54,47.0,182.0,0.99538,3.12,0.5,9.5,5
6.5,0.19,0.26,5.2,0.04,31.0,140.0,995,3.26,0.68,9.5,6
9.3,0.2,0.33,1.7,0.05,28.0,178.0,0.9954,3.16,0.43,9.0,4
7.3,0.41,0.29,1.8,32,26.0,74.0,0.98889,2.96,0.35,13.0,8
7.6,0.48,0.31,9.4,46,6.0,194.0,0.99714,3.07,0.61,9.4,5
7.4,0.22,0.26,8.8,27,23.0,112.0,0.9931,2.98,0.41,11.4,6
6.0,0.28,0.27,15.5,36,31.0,134.0,0.99408,3.19,0.44,13.0,7
6.4,0.69,0.09,7.6,44,34.0,144.0,0.9948,3.26,0.38,10.1,6
7.5,0.32,0.49,1.7,31,44.0,109.0,0.9906,3.07,0.46,12.5,6
7.1,0.44,0.27,8.4,57,60.0,160.0,0.99257,3.16,0.36,11.8,6
6.1,0.34,0.29,2.2,36,25.0,100.0,0.98938,3.06,0.44,11.8,6
7.1,0.12,0.32,9.6,54,64.0,162.0,0.9962,3.4,0.41,9.4,5
7.1,0.29,0.28,9.3,48,50.0,141.0,0.9949,3.13,0.49,10.3,6
7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,6
8.3,0.36,0.57,15.0,52,35.0,256.0,1.0001,2.93,0.64,8.6,5
6.6,0.25,0.32,5.6,39,15.0,68.0,0.99163,2.96,0.52,11.1,6
6.9,0.22,0.31,6.3,29,41.0,131.0,0.99326,3.08,0.49,10.8,6
7.6,0.36,0.49,11.3,46,87.0,221.0,0.9984,3.01,0.43,9.2,5
8.1,0.26,0.37,1.9,72,48.0,159.0,0.9949,3.37,0.7,10.9,6
5.1,0.35,0.26,6.8,34,36.0,120.0,0.99188,3.38,0.4,11.5,6
7.0,0.61,0.26,1.7,51,25.0,161.0,0.9946,3.36,0.6,10.6,4
6.6,0.18,0.35,1.5,49,49.0,141.0,0.9934,3.43,0.85,10.2,7
6.3,0.28,0.47,11.2,0.04,61.0,183.0,0.99592,3.12,0.51,9.5,6
9.2,0.14,0.37,1.1,34,36.0,84.0,0.99136,3.05,0.55,11.6,6
8.3,0.33,0.43,9.2,46,22.0,126.0,0.9982,3.38,0.47,9.3,5
7.6,0.21,0.6,2.1,46,47.0,165.0,0.9936,3.05,0.54,10.1,7
6.1,0.28,0.26,1.5,0.03,25.0,101.0,0.98894,3.03,0.41,12.1,6
7.1,0.26,0.31,2.2,44,29.0,128.0,0.9937,3.34,0.64,10.9,8
8.9,0.3,0.35,4.6,32,32.0,148.0,0.99458,3.15,0.45,11.5,7
5.6,295,0.26,1.1,35,40.0,102.0,0.99154,3.47,0.56,10.6,6
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.99558,3.14,0.55,9.8,6
7.1,0.25,0.28,1.6,52,46.0,169.0,0.9926,3.05,0.41,10.5,5
6.9,0.19,0.6,4.0,37,6.0,122.0,0.99255,2.92,0.59,10.4,4
7.5,0.38,0.5,12.8,42,57.0,184.0,0.9984,3.09,0.46,9.0,6
5.5,0.31,0.29,3.0,27,16.0,102.0,0.99067,3.23,0.56,11.2,6
6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.9946,3.52,0.41,10.4,5
6.9,0.3,0.25,3.3,41,26.0,124.0,0.99428,3.18,0.5,9.3,6
5.9,0.24,0.28,1.3,32,36.0,95.0,0.98889,3.08,0.64,12.9,7
5.4,375,0.4,3.3,54,29.0,147.0,0.99482,3.42,0.52,9.1,5
7.1,0.2,0.3,0.9,19,4.0,28.0,0.98931,3.2,0.36,12.0,6
6.9,0.38,0.28,8.3,62,22.0,166.0,0.99506,3.16,0.72,10.6,5
8.3,0.25,0.49,16.8,48,50.0,228.0,1.0001,3.03,0.52,9.2,6
7.1,0.21,0.4,1.2,69,24.0,156.0,0.9928,3.42,0.43,10.6,6
6.2,0.3,0.2,6.6,45,42.0,170.0,0.9944,3.36,0.45,10.4,6
8.0,0.61,0.38,12.1,301,24.0,220.0,0.9993,2.94,0.48,9.2,5
6.6,0.23,0.3,14.9,51,33.0,118.0,0.99835,3.04,0.54,9.0,6
7.2,0.32,0.4,8.7,38,45.0,154.0,0.99568,3.2,0.47,10.4,6
6.3,0.18,0.24,3.4,53,20.0,119.0,0.99373,3.11,0.52,9.2,6
7.0,0.12,0.19,4.9,55,27.0,127.0,0.9953,3.29,0.41,9.4,5
6.9,0.18,0.36,1.3,36,40.0,117.0,0.9934,3.27,0.95,9.5,7
7.2,0.23,0.38,14.3,58,55.0,194.0,0.9979,3.09,0.44,9.0,6
7.7,0.29,0.48,2.3,49,36.0,178.0,0.9931,3.17,0.64,10.6,6
6.8,0.45,0.28,26.05,31,27.0,122.0,1.00295,3.06,0.42,10.6,6
6.0,0.29,0.2,12.6,45,45.0,187.0,0.9972,3.33,0.42,9.5,5
7.3,0.19,0.27,13.9,57,45.0,155.0,0.99807,2.94,0.41,8.8,8
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5
5.1,0.42,0.01,1.5,17,25.0,102.0,0.9894,3.38,0.36,12.3,7
5.8,0.25,0.28,11.1,56,45.0,175.0,0.99755,3.42,0.43,9.5,5
7.1,0.85,0.49,8.7,28,40.0,184.0,0.9962,3.22,0.36,10.7,5
8.3,0.16,0.37,7.9,25,38.0,107.0,0.99306,2.93,0.37,11.9,6
6.4,0.31,0.27,7.4,49,48.0,169.0,0.99323,3.27,0.45,11.1,6
6.4,0.22,0.38,9.1,44,35.0,127.0,0.99326,2.97,0.3,11.0,7
6.7,0.13,0.57,6.6,56,60.0,150.0,0.99548,2.96,0.43,9.4,6
7.1,0.34,0.32,2.0,51,29.0,130.0,0.99354,3.3,0.5,10.4,6
8.3,0.27,0.45,1.3,48,8.0,72.0,0.9944,3.08,0.61,10.3,4
6.4,0.28,0.19,5.4,42,67.0,181.0,0.99435,3.31,0.35,10.2,6
7.1,0.25,0.39,2.1,36,30.0,124.0,0.9908,3.28,0.43,12.2,8
6.0,0.19,0.26,12.4,48,50.0,147.0,0.9972,3.3,0.36,8.9,6
5.9,0.48,0.3,1.5,37,19.0,78.0,0.99057,3.47,0.42,11.9,7
7.4,0.29,0.29,1.6,45,53.0,180.0,0.9936,3.34,0.68,10.5,6
6.9,0.44,0.18,11.8,51,26.0,126.0,0.9975,3.23,0.48,9.1,5
8.9,0.34,0.32,1.3,41,12.0,188.0,0.9953,3.17,0.49,9.5,5
7.4,0.26,0.43,6.0,22,22.0,125.0,0.9928,3.13,0.55,11.5,6
6.8,0.32,0.23,3.3,26,31.0,99.0,0.9896,3.1,0.4,12.4,6
4.4,0.46,0.1,2.8,24,31.0,111.0,0.98816,3.48,0.34,13.1,6
7.7,0.32,0.61,11.8,41,66.0,188.0,0.99794,3.0,0.54,9.3,5
5.9,0.34,0.22,2.4,0.03,19.0,135.0,0.9894,3.41,0.78,13.9,7
7.3,0.2,0.39,2.3,48,24.0,87.0,0.99044,2.94,0.35,12.0,6
